label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20
?,423.50656,71.5897,53.73866,22.669584,11.149791,20.80398,-3.509176,17.33546,-3.298781,12.887952,-0.5766055,6.130774,-1.094986,3.193337,-3.3289366,4.9677753,-6.3718543,8.848515,-2.5483568,1.2820725
?,428.2903,65.40543,43.15373,18.936752,11.194326,21.929586,1.9120871,20.27376,-2.7576988,15.972621,0.3067217,3.208329,-1.5380995,0.7827355,-7.8056755,5.7969656,-4.57056,7.0654383,-5.0225406,3.5027244
?,428.57718,67.86412,50.19668,15.063269,6.1593585,20.332632,0.966585,23.063532,0.630274,15.954905,1.5076585,5.301444,-2.6924198,4.1741285,-5.408193,6.519623,-4.4066153,10.134928,-1.9285644,6.650134
?,422.70917,67.54229,52.33152,20.261448,4.695954,19.625717,1.8783188,21.963665,-2.9997272,17.859833,2.3084707,6.902093,-2.6726732,0.595189,-5.8941975,8.021849,-3.8355014,5.7088184,-4.163864,3.7190614
?,445.471,77.88208,46.076515,17.937637,12.917998,24.307405,2.1128256,19.982061,-6.0472913,11.117498,-0.2357323,7.927765,3.6610432,8.873099,-1.9727905,2.3427618,-5.7823753,9.9879675,-4.784793,-0.13684428
?,432.92596,75.86228,49.36546,12.174898,4.063159,20.404787,0.10075109,23.36479,-3.7195873,10.546748,-0.814377,7.988713,1.4894463,8.109488,-4.6096177,3.7254515,-7.0685806,8.719698,-6.0986295,1.8506696
?,415.74493,66.92159,53.337738,19.22138,7.139609,19.31073,-3.8553863,17.90366,-3.2648711,16.825123,2.2462063,6.93631,-1.8534603,2.4290931,-4.535741,7.807659,-3.7395275,7.2840395,-6.020402,0.34263316
?,417.56473,67.273056,52.352093,20.265516,7.5581946,22.535574,2.728496,22.402628,-4.444388,14.5311365,0.7102435,9.024217,-0.93172103,1.5584177,-5.120479,7.083831,-5.9169297,7.0347185,-6.6038485,1.7721558
?,422.4774,65.40582,50.075695,19.104088,9.74012,19.635353,-1.3110734,21.185492,-0.4298285,16.286924,3.5061157,6.230708,-3.801287,3.348233,-2.461635,9.567345,-2.9132576,6.5452094,-7.2271543,3.2589855
?,415.76462,68.53023,50.80015,17.431583,4.693028,18.23007,-1.4423852,20.012167,-1.3435345,15.252858,-1.0450315,3.692249,-3.2791326,3.6110394,-2.8693402,6.7695785,-4.1536765,7.491492,-5.45475,2.2644322
?,421.6994,71.1196,56.053944,21.711174,7.6452017,18.38485,-2.4595327,24.16672,1.4781687,17.94527,2.307133,5.7819595,-2.5991585,5.5494437,-2.831893,8.619908,-4.2967725,5.6610584,-8.0853,2.144234
?,421.47522,70.47357,54.144745,20.004953,7.4939218,19.442616,-2.861423,19.601055,-1.9267943,14.468378,1.7052804,6.275054,-4.6159306,1.4856666,-1.1677006,9.731358,-2.8785455,8.159048,-5.837964,0.92832035
?,427.83194,73.979515,54.291805,18.007778,5.166657,21.079123,-1.1044569,18.693033,-3.5934205,17.33109,0.9815564,8.031397,-0.79445875,2.7126298,-4.5277452,6.4249253,-6.3179946,7.9315157,-5.325732,-0.8044955
?,440.83923,79.09233,49.731678,14.835186,6.1110096,20.258888,-1.1713448,20.254042,-6.5935717,12.422811,1.7571551,7.8432274,-1.0515467,6.7911916,-3.1022866,3.7035322,-10.542843,4.966884,-6.9124928,3.054888
?,414.0944,71.98013,47.188713,16.850798,4.849034,17.220072,-0.37396488,20.937431,-2.0035725,16.660185,-0.012612066,3.4970598,-3.623882,0.6140019,-6.8552856,4.3944683,-6.6467843,6.8741384,-3.91046,1.5197103
?,486.46683,79.995384,35.069935,15.607822,6.8952427,20.535078,-1.6782947,14.076505,-13.699237,13.573368,2.49758,7.4099536,0.04799612,10.703807,-4.416088,0.6935702,-8.735434,10.249289,-6.4468594,2.3428433
?,497.12643,81.571495,34.483143,8.154834,4.283341,20.050726,-0.28978312,15.107422,-14.2186775,9.678769,1.8629984,9.146452,3.7051466,10.334834,-7.604003,0.79421365,-5.6806946,12.652122,-3.302568,1.7007588
?,457.80157,77.12025,37.431458,11.476269,8.086826,22.029522,-1.0824623,13.986686,-8.001958,12.944469,3.1966596,8.604316,0.2782563,6.3136377,-5.7451057,3.7615545,-5.639342,9.286845,-6.9410343,-1.4430636
?,438.73355,77.61848,43.29814,18.21038,10.791464,22.61366,1.2757363,16.047897,-4.545121,17.348587,4.4306097,5.3944607,-2.2538338,4.6456556,-3.8491907,6.919612,-6.1737237,6.816813,-5.7362013,2.4684017
?,433.9333,72.91067,41.75927,19.126915,7.178682,21.58478,3.9044127,17.664148,-4.9235005,14.133593,-0.63193893,4.5989957,-3.8500457,1.3328083,-3.5839972,6.5032973,-5.1532984,4.8009105,-7.405661,2.004795
?,435.59274,72.52316,37.912167,19.525333,10.785754,23.55761,1.6281153,16.911602,-6.1919646,14.863524,-0.73246276,4.749306,-3.8747947,2.8064167,-2.6325638,7.7877655,-6.235025,6.974342,-7.199541,1.572132
?,455.2736,74.46313,41.736485,18.633896,9.071655,23.401,2.1901066,18.833916,-5.8156147,17.50727,3.1628947,6.439826,-2.277356,4.1015453,-6.3229885,7.757818,-3.0309925,7.818149,-8.078642,2.205056
?,436.4436,71.4067,39.813362,16.435825,9.12891,21.202763,1.6091979,19.885647,-3.146738,13.174369,-0.045002904,4.5322285,-4.3640594,2.8847818,-3.821465,5.3348627,-5.3905306,5.730157,-7.7742395,3.1325512
?,437.08423,73.29889,43.28267,18.804138,9.76978,21.927164,2.3684309,17.834614,-4.655855,15.072089,3.4105015,6.5103555,-2.227697,4.725565,-3.1822584,7.2974343,-4.7400784,3.5231845,-7.249634,2.605715
?,448.53598,70.422005,41.958473,18.954592,13.550095,27.145477,1.4579874,17.899517,-3.4032671,17.039936,2.5064259,6.4850206,-4.582277,2.274375,-5.971327,4.044488,-7.316182,7.3821907,-6.3290462,3.2885654
?,460.47604,75.14384,33.333,9.275637,7.7871346,27.440304,5.2985973,21.323277,-3.4997537,13.537569,0.23083237,8.322963,-2.623456,1.0806628,-6.8269267,5.1695952,-6.314381,7.33795,-6.863172,2.7302003
?,471.96,66.88161,38.69424,23.025112,14.131133,21.52062,-4.851117,16.341911,-2.1415539,13.721341,-0.9776966,10.083867,-1.0714296,4.177209,-6.932081,4.7728167,-4.245176,7.4879417,-8.049846,0.8330114
?,456.88358,69.68076,43.87909,23.087563,9.344593,23.991806,0.99710476,13.177301,-6.0105295,17.51664,1.1523051,5.315312,-2.8196194,3.3047812,-5.554257,6.807238,-2.268413,9.958531,-5.5729327,2.549149
?,448.01587,71.9697,43.257904,14.320092,7.484759,24.255548,-0.97617316,16.615145,-3.0949533,15.943933,0.9344693,2.0016177,-7.604487,2.388657,-3.47843,9.407496,-1.692988,6.9999433,-9.343658,0.56149524
?,446.62708,67.82918,41.77836,18.661901,11.161778,23.342516,0.5981784,19.71994,-3.23749,16.634813,2.4888966,3.404526,-4.090382,5.6018825,-5.0245686,6.0747633,-4.345963,8.321905,-5.73629,2.4242294
?,453.70703,75.15378,43.406418,20.614256,10.820289,25.020744,3.4470687,18.601768,-5.0108786,15.636151,0.8518264,6.5012507,-0.57958186,4.1237082,-5.341304,6.6315885,-5.374404,10.76657,-2.762802,3.187356
?,449.60437,71.253174,43.10294,16.434984,9.203846,23.24073,0.49643034,17.543463,-5.456987,12.487171,-2.8430178,-0.61184585,-5.696902,4.1740284,-0.2801028,11.522665,-3.1570435,9.478609,-3.5825677,1.5920936
?,455.0933,67.21723,38.23759,13.300325,5.170099,21.777004,-0.2693394,17.097897,-4.7057977,14.785248,0.33203462,5.7570567,0.09676248,4.672252,-5.041786,4.882771,-7.1295996,6.976205,-6.664547,0.72746474
?,481.96967,78.48118,28.382904,6.2781973,8.088536,24.36447,-3.0611022,12.916987,-7.5191493,13.680995,-0.8913423,4.2260966,-1.8621897,6.4847827,-3.149767,3.7405143,-6.4471884,9.477914,-8.450654,-0.80334806
?,507.52255,84.663605,28.249311,-2.5095098,-4.663717,16.669043,0.79642725,20.10365,-1.524346,17.37673,-2.8936925,-0.7220737,-7.316359,4.353424,0.91188604,13.8644495,-1.4946433,7.9584336,-10.291047,-2.4447598
?,468.12277,74.669395,41.607185,11.217205,8.380774,26.86534,-1.334622,16.568096,-3.9930067,13.61674,-5.754021,3.1668324,-2.4852245,4.2911077,-3.7520504,7.7078466,-6.706841,7.499093,-7.6892323,-0.85698444
?,460.053,70.718864,44.28424,18.447523,10.020046,22.359346,-2.5629013,15.723481,-4.9812446,16.086563,-0.28412548,4.463583,-3.641356,2.109522,-8.36561,5.7688146,-7.9553266,7.2641573,-5.0661597,4.2329125
?,445.74866,70.416504,40.936443,16.331287,10.746966,23.195541,-0.50115955,16.47426,-7.5141087,12.512226,1.7785543,7.2741585,-0.66066533,4.092878,-6.9773574,3.3121054,-2.28227,9.947745,-4.0630665,2.9774907
?,438.7282,69.95983,43.04181,18.000206,11.417325,23.902067,3.6099207,19.419525,-4.8260374,16.107191,2.506899,2.1425347,-1.583434,5.130445,-5.2718687,4.605331,-4.298366,6.288065,-5.5955586,3.026628
?,447.9832,67.754295,41.987995,19.865292,10.77152,22.714844,5.108612,19.602692,-7.4662924,14.612342,4.083381,5.264954,-2.8933744,4.194675,-3.8703244,6.6909213,-5.880538,8.127396,-6.061644,1.6635467
?,444.15814,70.92792,44.88031,20.57127,11.177024,24.593876,1.4422224,20.17006,-1.6674099,15.387327,-0.3905146,5.3356094,-0.91512823,3.55485,-3.6649227,9.389899,-3.6884856,7.7417207,-4.442081,1.3170319
?,461.02817,75.3819,41.402916,14.657787,6.1155553,26.39864,5.660807,20.41901,-3.6833696,16.559486,4.758753,8.169917,-3.8573942,2.0987892,-8.48275,1.9084958,-6.599619,7.2659597,-6.481022,3.0347147
?,449.38705,68.326324,39.16619,14.720998,8.1519785,16.639297,-3.1204908,19.051174,-3.6150978,13.527624,1.6252764,5.4635496,-1.7341992,5.3948693,-1.5368124,8.499087,-6.2401285,5.457177,-5.613051,1.9980862
?,442.4369,72.46986,45.945267,17.427458,9.237242,20.278593,0.8922358,18.791706,-6.4050083,11.115803,1.6072192,5.4206996,-2.4395378,3.657316,-3.765934,3.5652502,-8.536569,5.2352614,-4.6981287,1.9018513
?,438.65338,71.326775,44.693695,18.97895,10.880665,22.326387,4.5423856,25.076185,-0.69864196,11.701328,1.8025665,5.9890075,-3.9694197,3.0347605,-4.7132893,4.217858,-4.6090894,7.0543113,-6.6746755,2.054443
?,433.69815,70.44202,46.033104,17.722628,9.723861,23.53037,2.1708024,19.873957,-3.6446402,14.535016,2.8393252,7.2515545,-1.8708992,3.8861969,-3.2219095,6.6507955,-3.37077,8.692752,-4.6668015,2.1025045
?,438.0901,72.37771,44.536713,17.46155,9.790085,22.598742,1.6849833,19.501534,-5.4895825,11.555825,1.330278,4.8380055,-2.7715285,4.2303996,-1.6811091,7.463287,-4.8367076,6.5097136,-4.8448668,3.666504
?,447.75653,68.71883,43.8841,17.06106,7.441147,23.925634,0.9741454,16.519588,-6.556488,15.627635,3.8695817,7.3739166,-1.772733,5.799647,-3.8496933,7.80409,-6.4861603,5.2151513,-8.03571,0.42860556
?,446.68964,74.17689,45.880394,17.374311,8.114794,24.01307,3.6753783,21.250423,-4.9353223,15.407126,3.2174835,7.156941,-0.7466092,5.1705174,-3.6476967,7.38141,-3.6572092,9.637199,-4.879737,1.6888393
?,448.83197,72.12822,48.367683,20.58759,8.261635,22.775127,-1.3600637,13.631641,-8.15207,13.25363,-2.9315226,5.9800925,2.845174,7.5142894,-3.5922158,6.1356297,-7.2962813,7.061482,-7.469045,1.6494019
?,444.40472,69.1319,45.88456,16.53444,4.790939,22.109184,-1.9884866,15.7752495,-4.9602847,17.650885,3.273054,9.420348,-0.028075334,3.0540001,-8.73484,5.7170815,-4.5885663,9.987039,-4.280352,1.9293127
?,445.65726,68.53482,45.189106,20.507515,11.637778,26.192156,1.716018,20.332935,-3.452171,14.832017,0.9505101,6.1929398,-0.33347335,6.781505,-4.718537,7.1433415,-3.4228737,7.255884,-5.6124935,2.910629
?,454.11893,66.192375,38.631504,18.988623,11.546848,26.463238,0.6451063,17.748737,-5.343176,13.690648,0.84846985,8.52475,-0.45863906,6.7594514,-5.9955025,5.8131456,-4.8168507,8.883072,-6.06644,2.497708
